ID,Team A,Team B,A,B,Tournament,Phase,Extra
12686,Thorsten B,Luca F,2,7,Milan XXIII,,
12687,Angelo S,Flavio Z,2,2,Milan XXIII,,
12688,Maurizio L,Luigi F,4,9,Milan XXIII,,
12689,Sandro T,Alessandro Gu,6,1,Milan XXIII,,
12690,Gianni T,Alessandro V,11,3,Milan XXIII,,
12691,Panayotis P,Alessandro C,10,2,Milan XXIII,,
12692,Volker B,John H,0,4,Milan XXIII,,
12693,Thorsten B,Robert S,0,7,Milan XXIII,,
12694,Angelo S,Simone C,3,0,Milan XXIII,,
12695,Flavio Z,Luca F,0,7,Milan XXIII,,
12696,Sandro T,Marco D,4,5,Milan XXIII,,
12697,Gianni T,Luigi F,7,7,Milan XXIII,,
12698,Panayotis P,Alessandro Gu,11,0,Milan XXIII,,
12699,Volker B,Alessandro V,2,3,Milan XXIII,,
12700,Thorsten B,Alessandro C,0,0,Milan XXIII,,
12701,Angelo S,John H,1,7,Milan XXIII,,
12702,Flavio Z,Robert S,1,6,Milan XXIII,,
12703,Luca F,Simone C,7,1,Milan XXIII,,
12704,Gianni T,Maurizio L,7,3,Milan XXIII,,
12705,Panayotis P,Marco D,6,3,Milan XXIII,,
12706,Volker B,Luigi F,3,7,Milan XXIII,,
12707,Thorsten B,Alessandro Gu,3,2,Milan XXIII,,
12708,Angelo S,Alessandro V,2,3,Milan XXIII,,
12709,Flavio Z,Alessandro C,2,1,Milan XXIII,,
12710,Luca F,John H,6,5,Milan XXIII,,
12711,Simone C,Robert S,0,9,Milan XXIII,,
12712,Panayotis P,Sandro T,5,5,Milan XXIII,,
12713,Volker B,Maurizio L,1,5,Milan XXIII,,
12714,Thorsten B,Marco D,0,6,Milan XXIII,,
12715,Angelo S,Luigi F,2,9,Milan XXIII,,
12716,Flavio Z,Alessandro Gu,4,1,Milan XXIII,,
12717,Luca F,Alessandro V,6,5,Milan XXIII,,
12718,Simone C,Alessandro C,3,0,Milan XXIII,,
12719,Robert S,John H,6,3,Milan XXIII,,
12720,Volker B,Gianni T,0,11,Milan XXIII,,
12721,Thorsten B,Sandro T,1,10,Milan XXIII,,
12722,Angelo S,Maurizio L,3,5,Milan XXIII,,
12723,Flavio Z,Marco D,3,5,Milan XXIII,,
12724,Luca F,Luigi F,4,7,Milan XXIII,,
12725,Simone C,Alessandro Gu,1,1,Milan XXIII,,
12726,Robert S,Alessandro V,5,7,Milan XXIII,,
12727,John H,Alessandro C,8,2,Milan XXIII,,
12728,Thorsten B,Panayotis P,0,11,Milan XXIII,,
12729,Angelo S,Gianni T,1,9,Milan XXIII,,
12730,Flavio Z,Sandro T,2,4,Milan XXIII,,
12731,Luca F,Maurizio L,4,2,Milan XXIII,,
12732,Simone C,Marco D,1,6,Milan XXIII,,
12733,Robert S,Luigi F,5,7,Milan XXIII,,
12734,John H,Alessandro Gu,8,0,Milan XXIII,,
12735,Alessandro C,Alessandro V,0,8,Milan XXIII,,
12736,Angelo S,Volker B,3,1,Milan XXIII,,
12737,Flavio Z,Panayotis P,0,8,Milan XXIII,,
12738,Luca F,Gianni T,1,10,Milan XXIII,,
12739,Simone C,Sandro T,0,6,Milan XXIII,,
12740,Robert S,Maurizio L,7,1,Milan XXIII,,
12741,John H,Marco D,5,4,Milan XXIII,,
12742,Alessandro C,Luigi F,0,7,Milan XXIII,,
12743,Alessandro V,Alessandro Gu,8,1,Milan XXIII,,
12744,Flavio Z,Thorsten B,2,2,Milan XXIII,,
12745,Luca F,Volker B,6,0,Milan XXIII,,
12746,Simone C,Panayotis P,0,10,Milan XXIII,,
12747,Robert S,Gianni T,5,6,Milan XXIII,,
12748,John H,Sandro T,5,5,Milan XXIII,,
12749,Alessandro C,Maurizio L,1,5,Milan XXIII,,
12750,Alessandro V,Marco D,3,5,Milan XXIII,,
12751,Alessandro Gu,Luigi F,0,11,Milan XXIII,,
12752,Luca F,Angelo S,5,2,Milan XXIII,,
12753,Simone C,Thorsten B,1,4,Milan XXIII,,
12754,Robert S,Volker B,7,1,Milan XXIII,,
12755,John H,Panayotis P,5,6,Milan XXIII,,
12756,Alessandro C,Gianni T,0,11,Milan XXIII,,
12757,Alessandro V,Sandro T,3,5,Milan XXIII,,
12758,Alessandro Gu,Maurizio L,0,5,Milan XXIII,,
12759,Luigi F,Marco D,5,3,Milan XXIII,,
12760,Simone C,Flavio Z,0,5,Milan XXIII,,
12761,Robert S,Angelo S,4,3,Milan XXIII,,
12762,John H,Thorsten B,10,2,Milan XXIII,,
12763,Alessandro C,Volker B,1,1,Milan XXIII,,
12764,Alessandro V,Panayotis P,4,8,Milan XXIII,,
12765,Alessandro Gu,Gianni T,1,10,Milan XXIII,,
12766,Luigi F,Sandro T,4,3,Milan XXIII,,
12767,Marco D,Maurizio L,4,2,Milan XXIII,,
12768,Robert S,Luca F,2,6,Milan XXIII,,
12769,John H,Flavio Z,7,1,Milan XXIII,,
12770,Alessandro C,Angelo S,1,6,Milan XXIII,,
12771,Alessandro V,Thorsten B,8,1,Milan XXIII,,
12772,Alessandro Gu,Volker B,1,2,Milan XXIII,,
12773,Luigi F,Panayotis P,3,8,Milan XXIII,,
12774,Marco D,Gianni T,1,6,Milan XXIII,,
12775,Maurizio L,Sandro T,3,5,Milan XXIII,,
12776,John H,Simone C,12,1,Milan XXIII,,
12777,Alessandro C,Luca F,0,9,Milan XXIII,,
12778,Alessandro V,Flavio Z,4,1,Milan XXIII,,
12779,Alessandro Gu,Angelo S,1,5,Milan XXIII,,
12780,Luigi F,Thorsten B,8,2,Milan XXIII,,
12781,Marco D,Volker B,6,0,Milan XXIII,,
12782,Maurizio L,Panayotis P,6,5,Milan XXIII,,
12783,Sandro T,Gianni T,1,8,Milan XXIII,,
12784,Alessandro C,Robert S,1,5,Milan XXIII,,
12785,Alessandro V,Simone C,8,0,Milan XXIII,,
12786,Alessandro Gu,Luca F,1,5,Milan XXIII,,
12787,Luigi F,Flavio Z,10,3,Milan XXIII,,
12788,Marco D,Angelo S,5,2,Milan XXIII,,
12789,Maurizio L,Thorsten B,3,1,Milan XXIII,,
12790,Sandro T,Volker B,6,4,Milan XXIII,,
12791,Gianni T,Panayotis P,9,2,Milan XXIII,,
12792,Carsten R,Jan G,1,2,Hamburg I,,
12793,Heiko W,Nico S,2,4,Hamburg I,,
12794,Heiko W,Carsten R,2,2,Hamburg I,,
12795,Nico S,Jan G,1,3,Hamburg I,,
12796,Carsten R,Nico S,0,1,Hamburg I,,
12797,Jan G,Heiko W,2,3,Hamburg I,,
12798,Nico S,Jan G,1,1,Hamburg II,,
12799,Heiko W,Carsten R,1,1,Hamburg II,,
12800,Heiko W,Nico S,2,3,Hamburg II,,
12801,Carsten R,Jan G,2,2,Hamburg II,,
12802,Nico S,Carsten R,3,2,Hamburg II,,
12803,Jan G,Heiko W,0,3,Hamburg II,,
12804,Volker B,Oliver St,1,9,Wiesbaden IV,,
12805,Thorsten B,Jan K,2,0,Wiesbaden IV,,
12806,Oliver St,Thorsten B,1,0,Wiesbaden IV,,
12807,Volker B,Jan K,2,0,Wiesbaden IV,,
12808,Jan K,Oliver St,0,16,Wiesbaden IV,,
12809,Volker B,Thorsten B,1,1,Wiesbaden IV,,
12810,Volker B,Oliver St,5,6,Wiesbaden IV,,
12811,Thorsten B,Jan K,2,2,Wiesbaden IV,,
12812,Oliver St,Thorsten B,6,1,Wiesbaden IV,,
12813,Volker B,Jan K,2,0,Wiesbaden IV,,
12814,Jan K,Oliver St,0,10,Wiesbaden IV,,
12815,Volker B,Thorsten B,4,2,Wiesbaden IV,,
12816,Vasilis K,Alkis P,2,7,Athens LX,,
12817,George Ka,Spyros P,4,4,Athens LX,,
12818,Kostas Ka,Panayotis P,1,9,Athens LX,,
12819,George Ka,Vasilis K,3,3,Athens LX,,
12820,Kostas Ka,Alkis P,0,10,Athens LX,,
12821,Panayotis P,Spyros P,6,8,Athens LX,,
12822,Vasilis K,Kostas Ka,8,3,Athens LX,,
12823,Panayotis P,George Ka,6,1,Athens LX,,
12824,Spyros P,Alkis P,1,6,Athens LX,,
12825,Panayotis P,Vasilis K,4,3,Athens LX,,
12826,Spyros P,Kostas Ka,6,1,Athens LX,,
12827,Alkis P,George Ka,10,3,Athens LX,,
12828,Vasilis K,Spyros P,1,7,Athens LX,,
12829,Alkis P,Panayotis P,5,4,Athens LX,,
12830,George Ka,Kostas Ka,6,1,Athens LX,,
12831,Alkis P,Vasilis K,6,3,Athens LX,,
12832,Spyros P,George Ka,4,5,Athens LX,,
12833,Panayotis P,Kostas Ka,8,4,Athens LX,,
12834,Vasilis K,George Ka,4,2,Athens LX,,
12835,Alkis P,Kostas Ka,7,2,Athens LX,,
12836,Spyros P,Panayotis P,5,4,Athens LX,,
12837,Kostas Ka,Vasilis K,1,3,Athens LX,,
12838,George Ka,Panayotis P,1,7,Athens LX,,
12839,Alkis P,Spyros P,5,5,Athens LX,,
12840,Vasilis K,Panayotis P,2,5,Athens LX,,
12841,Kostas Ka,Spyros P,3,6,Athens LX,,
12842,George Ka,Alkis P,1,5,Athens LX,,
12843,Spyros P,Vasilis K,8,5,Athens LX,,
12844,Panayotis P,Alkis P,6,3,Athens LX,,
12845,Kostas Ka,George Ka,2,8,Athens LX,,
12846,John H,Mattias N,7,3,Ostersund VI,,
12847,Nick P,Kent H,7,3,Ostersund VI,,
12848,Niclas L,Bjorn P,1,2,Ostersund VI,,
12849,Nick P,Jacob K,4,6,Ostersund VI,,
12850,Niclas L,Mattias N,5,1,Ostersund VI,,
12851,Bjorn P,Kent H,0,3,Ostersund VI,,
12852,Niclas L,John H,1,10,Ostersund VI,,
12853,Bjorn P,Jacob K,0,7,Ostersund VI,,
12854,Kent H,Mattias N,1,5,Ostersund VI,,
12855,Bjorn P,Nick P,1,2,Ostersund VI,,
12856,Kent H,John H,0,15,Ostersund VI,,
12857,Mattias N,Jacob K,3,8,Ostersund VI,,
12858,Kent H,Niclas L,1,3,Ostersund VI,,
12859,Mattias N,Nick P,2,2,Ostersund VI,,
12860,Jacob K,John H,3,5,Ostersund VI,,
12861,Mattias N,Bjorn P,4,1,Ostersund VI,,
12862,Jacob K,Niclas L,5,0,Ostersund VI,,
12863,John H,Nick P,4,2,Ostersund VI,,
12864,Jacob K,Kent H,6,0,Ostersund VI,,
12865,John H,Bjorn P,9,3,Ostersund VI,,
12866,Nick P,Niclas L,3,6,Ostersund VI,,
12867,Mattias N,John H,2,6,Ostersund VI,,
12868,Kent H,Nick P,0,3,Ostersund VI,,
12869,Bjorn P,Niclas L,3,1,Ostersund VI,,
12870,Jacob K,Nick P,7,1,Ostersund VI,,
12871,Mattias N,Niclas L,4,3,Ostersund VI,,
12872,Kent H,Bjorn P,1,1,Ostersund VI,,
12873,John H,Niclas L,6,4,Ostersund VI,,
12874,Jacob K,Bjorn P,3,0,Ostersund VI,,
12875,Mattias N,Kent H,3,1,Ostersund VI,,
12876,Nick P,Bjorn P,5,1,Ostersund VI,,
12877,John H,Kent H,19,4,Ostersund VI,,
12878,Jacob K,Mattias N,6,3,Ostersund VI,,
12879,Niclas L,Kent H,5,1,Ostersund VI,,
12880,Nick P,Mattias N,3,3,Ostersund VI,,
12881,John H,Jacob K,4,0,Ostersund VI,,
12882,Bjorn P,Mattias N,1,6,Ostersund VI,,
12883,Niclas L,Jacob K,3,3,Ostersund VI,,
12884,Nick P,John H,2,4,Ostersund VI,,
12885,Kent H,Jacob K,2,5,Ostersund VI,,
12886,Bjorn P,John H,0,8,Ostersund VI,,
12887,Niclas L,Nick P,5,4,Ostersund VI,,
12888,John H,Mattias N,6,2,Ostersund VI,,
12889,Nick P,Jacob K,6,6,Ostersund VI,,
12890,Niclas L,Mattias N,5,3,Ostersund VI,,
12891,Niclas L,John H,4,9,Ostersund VI,,
12892,Bjorn P,Jacob K,2,6,Ostersund VI,,
12893,Kent H,Mattias N,4,4,Ostersund VI,,
12894,Bjorn P,Nick P,5,5,Ostersund VI,,
12895,Mattias N,Jacob K,4,3,Ostersund VI,,
12896,Mattias N,Nick P,0,1,Ostersund VI,,
12897,Jacob K,John H,1,11,Ostersund VI,,
12898,Jacob K,Niclas L,2,3,Ostersund VI,,
12899,John H,Nick P,9,1,Ostersund VI,,
12900,John H,Bjorn P,6,1,Ostersund VI,,
12901,Nick P,Niclas L,2,2,Ostersund VI,,
12902,Mark W,James B,5,2,Newent VIII,,
12903,Robert S,Steve E,4,4,Newent VIII,,
12904,Robert S,Mark W,9,3,Newent VIII,,
12905,Steve E,James B,5,6,Newent VIII,,
12906,Mark W,Steve E,1,6,Newent VIII,,
12907,James B,Robert S,2,3,Newent VIII,,
12908,James B,Mark W,5,0,Newent VIII,,
12909,Steve E,Robert S,5,3,Newent VIII,,
12910,Mark W,Robert S,3,6,Newent VIII,,
12911,James B,Steve E,2,3,Newent VIII,,
12912,Steve E,Mark W,2,0,Newent VIII,,
12913,Robert S,James B,2,3,Newent VIII,,
12914,Mark W,James B,3,4,Newent VIII,,
12915,Robert S,Steve E,4,6,Newent VIII,,
12916,Robert S,Mark W,4,1,Newent VIII,,
12917,Steve E,James B,8,0,Newent VIII,,
12918,Mark W,Steve E,2,8,Newent VIII,,
12919,James B,Robert S,2,5,Newent VIII,,
12920,James B,Mark W,3,2,Newent VIII,,
12921,Steve E,Robert S,4,5,Newent VIII,,
12922,Mark W,Robert S,1,6,Newent VIII,,
12923,James B,Steve E,5,3,Newent VIII,,
12924,Steve E,Mark W,6,0,Newent VIII,,
12925,Robert S,James B,3,0,Newent VIII,,
12926,Thorsten B,Frederic B,2,4,Cologne V,,
12927,Oliver St,Volker B,6,2,Cologne V,,
12928,Oliver St,Thorsten B,5,3,Cologne V,,
12929,Volker B,Frederic B,3,3,Cologne V,,
12930,Thorsten B,Volker B,1,4,Cologne V,,
12931,Frederic B,Oliver St,4,6,Cologne V,,
12932,Frederic B,Thorsten B,2,2,Cologne V,,
12933,Volker B,Oliver St,0,12,Cologne V,,
12934,Thorsten B,Oliver St,2,6,Cologne V,,
12935,Frederic B,Volker B,3,4,Cologne V,,
12936,Volker B,Thorsten B,3,4,Cologne V,,
12937,Oliver St,Frederic B,7,2,Cologne V,,
12938,Thorsten B,Frederic B,1,3,Cologne V,,
12939,Oliver St,Volker B,11,2,Cologne V,,
12940,Oliver St,Thorsten B,9,2,Cologne V,,
12941,Volker B,Frederic B,4,3,Cologne V,,
12942,Thorsten B,Volker B,3,2,Cologne V,,
12943,Frederic B,Oliver St,4,6,Cologne V,,
12944,Frederic B,Thorsten B,5,3,Cologne V,,
12945,Volker B,Oliver St,2,7,Cologne V,,
12946,Thorsten B,Oliver St,1,6,Cologne V,,
12947,Frederic B,Volker B,1,3,Cologne V,,
12948,Volker B,Thorsten B,3,1,Cologne V,,
12949,Oliver St,Frederic B,9,3,Cologne V,,
12950,Simon K,Jon G,1,4,Birmingham IX,,
12951,Steve E,Garry C,3,3,Birmingham IX,,
12952,Steve E,Simon K,2,1,Birmingham IX,,
12953,Garry C,Jon G,4,4,Birmingham IX,,
12954,Simon K,Garry C,7,4,Birmingham IX,,
12955,Jon G,Steve E,6,3,Birmingham IX,,
12956,Jon G,Simon K,6,2,Birmingham IX,,
12957,Garry C,Steve E,2,2,Birmingham IX,,
12958,Simon K,Steve E,1,5,Birmingham IX,,
12959,Jon G,Garry C,5,1,Birmingham IX,,
12960,Garry C,Simon K,4,2,Birmingham IX,,
12961,Steve E,Jon G,5,8,Birmingham IX,,
12962,Simon K,Jon G,1,10,Birmingham IX,,
12963,Steve E,Garry C,4,1,Birmingham IX,,
12964,Steve E,Simon K,5,2,Birmingham IX,,
12965,Garry C,Jon G,2,5,Birmingham IX,,
12966,Simon K,Garry C,0,4,Birmingham IX,,
12967,Jon G,Steve E,7,5,Birmingham IX,,
12968,Jon G,Simon K,6,3,Birmingham IX,,
12969,Garry C,Steve E,3,4,Birmingham IX,,
12970,Simon K,Steve E,2,6,Birmingham IX,,
12971,Jon G,Garry C,5,1,Birmingham IX,,
12972,Garry C,Simon K,6,2,Birmingham IX,,
12973,Steve E,Jon G,6,1,Birmingham IX,,
12974,Garry C,James B,7,3,Newent IX,,
12975,Martin B,Nick H,7,3,Newent IX,,
12976,Robert S,Steve E,3,0,Newent IX,,
12977,Martin B,Garry C,0,4,Newent IX,,
12978,Robert S,James B,2,5,Newent IX,,
12979,Steve E,Nick H,9,1,Newent IX,,
12980,Garry C,Robert S,2,5,Newent IX,,
12981,Steve E,Martin B,4,3,Newent IX,,
12982,Nick H,James B,1,9,Newent IX,,
12983,Steve E,Garry C,5,5,Newent IX,,
12984,Nick H,Robert S,1,7,Newent IX,,
12985,James B,Martin B,2,5,Newent IX,,
12986,Garry C,Nick H,3,1,Newent IX,,
12987,James B,Steve E,3,4,Newent IX,,
12988,Martin B,Robert S,5,4,Newent IX,,
12989,James B,Garry C,3,2,Newent IX,,
12990,Nick H,Martin B,0,3,Newent IX,,
12991,Steve E,Robert S,4,6,Newent IX,,
12992,Garry C,Martin B,0,6,Newent IX,,
12993,James B,Robert S,1,1,Newent IX,,
12994,Nick H,Steve E,4,7,Newent IX,,
12995,Robert S,Garry C,3,2,Newent IX,,
12996,Martin B,Steve E,3,2,Newent IX,,
12997,James B,Nick H,3,1,Newent IX,,
12998,Garry C,Steve E,3,3,Newent IX,,
12999,Robert S,Nick H,8,1,Newent IX,,
13000,Martin B,James B,2,2,Newent IX,,
13001,Nick H,Garry C,1,5,Newent IX,,
13002,Steve E,James B,2,2,Newent IX,,
13003,Robert S,Martin B,4,3,Newent IX,,
13004,Ektoras K,Panayotis P,1,6,Athens LXI,,
13005,Filippos M,Nikos Al,9,1,Athens LXI,,
13006,George Ka,Kostas O,3,1,Athens LXI,,
13007,Kostas K,Kostas Ka,1,1,Athens LXI,,
13008,Filippos M,Alkis P,1,7,Athens LXI,,
13009,George Ka,Panayotis P,3,7,Athens LXI,,
13010,Kostas K,Nikos Al,4,3,Athens LXI,,
13011,Kostas Ka,Kostas O,0,4,Athens LXI,,
13012,George Ka,Ektoras K,3,3,Athens LXI,,
13013,Kostas K,Alkis P,2,6,Athens LXI,,
13014,Kostas Ka,Panayotis P,1,7,Athens LXI,,
13015,Kostas O,Nikos Al,5,1,Athens LXI,,
13016,Kostas K,Filippos M,5,5,Athens LXI,,
13017,Kostas Ka,Ektoras K,1,5,Athens LXI,,
13018,Kostas O,Alkis P,2,7,Athens LXI,,
13019,Nikos Al,Panayotis P,2,7,Athens LXI,,
13020,Kostas Ka,George Ka,3,5,Athens LXI,,
13021,Kostas O,Filippos M,5,0,Athens LXI,,
13022,Nikos Al,Ektoras K,1,11,Athens LXI,,
13023,Panayotis P,Alkis P,6,4,Athens LXI,,
13024,Kostas O,Kostas K,4,1,Athens LXI,,
13025,Nikos Al,George Ka,2,7,Athens LXI,,
13026,Panayotis P,Filippos M,6,3,Athens LXI,,
13027,Alkis P,Ektoras K,6,1,Athens LXI,,
13028,Nikos Al,Kostas Ka,2,2,Athens LXI,,
13029,Panayotis P,Kostas K,13,4,Athens LXI,,
13030,Alkis P,George Ka,7,5,Athens LXI,,
13031,Ektoras K,Filippos M,8,5,Athens LXI,,
13032,Panayotis P,Kostas O,7,3,Athens LXI,,
13033,Alkis P,Kostas Ka,7,3,Athens LXI,,
13034,Ektoras K,Kostas K,3,3,Athens LXI,,
13035,Filippos M,George Ka,3,6,Athens LXI,,
13036,Alkis P,Nikos Al,6,2,Athens LXI,,
13037,Ektoras K,Kostas O,8,4,Athens LXI,,
13038,Filippos M,Kostas Ka,3,2,Athens LXI,,
13039,George Ka,Kostas K,1,2,Athens LXI,,
13040,Panayotis P,Ektoras K,3,5,Athens LXI,,
13041,Nikos Al,Filippos M,2,2,Athens LXI,,
13042,Kostas O,George Ka,2,7,Athens LXI,,
13043,Kostas Ka,Kostas K,3,4,Athens LXI,,
13044,Alkis P,Filippos M,9,1,Athens LXI,,
13045,Panayotis P,George Ka,2,3,Athens LXI,,
13046,Nikos Al,Kostas K,4,3,Athens LXI,,
13047,Kostas O,Kostas Ka,3,1,Athens LXI,,
13048,Ektoras K,George Ka,8,0,Athens LXI,,
13049,Alkis P,Kostas K,9,1,Athens LXI,,
13050,Panayotis P,Kostas Ka,6,2,Athens LXI,,
13051,Nikos Al,Kostas O,3,6,Athens LXI,,
13052,Filippos M,Kostas K,4,2,Athens LXI,,
13053,Ektoras K,Kostas Ka,6,2,Athens LXI,,
13054,Alkis P,Kostas O,8,2,Athens LXI,,
13055,Panayotis P,Nikos Al,6,1,Athens LXI,,
13056,George Ka,Kostas Ka,8,2,Athens LXI,,
13057,Filippos M,Kostas O,4,5,Athens LXI,,
13058,Ektoras K,Nikos Al,11,2,Athens LXI,,
13059,Alkis P,Panayotis P,7,2,Athens LXI,,
13060,Kostas K,Kostas O,4,6,Athens LXI,,
13061,George Ka,Nikos Al,5,0,Athens LXI,,
13062,Filippos M,Panayotis P,2,6,Athens LXI,,
13063,Ektoras K,Alkis P,3,6,Athens LXI,,
13064,Kostas Ka,Nikos Al,4,4,Athens LXI,,
13065,Kostas K,Panayotis P,3,8,Athens LXI,,
13066,George Ka,Alkis P,5,7,Athens LXI,,
13067,Filippos M,Ektoras K,2,6,Athens LXI,,
13068,Kostas O,Panayotis P,5,6,Athens LXI,,
13069,Kostas Ka,Alkis P,3,5,Athens LXI,,
13070,Kostas K,Ektoras K,0,8,Athens LXI,,
13071,George Ka,Filippos M,6,2,Athens LXI,,
13072,Nikos Al,Alkis P,2,7,Athens LXI,,
13073,Kostas O,Ektoras K,2,8,Athens LXI,,
13074,Kostas Ka,Filippos M,4,3,Athens LXI,,
13075,Kostas K,George Ka,1,3,Athens LXI,,
13076,Alkis P,George Ka,5,3,Athens LXI Cup,Round 1,
13077,George Ka,Alkis P,1,6,Athens LXI Cup,Round 1,
13078,Ektoras K,Kostas K,6,1,Athens LXI Cup,Round 1,
13079,Kostas K,Ektoras K,1,7,Athens LXI Cup,Round 1,
13080,Panayotis P,Kostas Ka,9,0,Athens LXI Cup,Round 1,
13081,Kostas Ka,Panayotis P,1,3,Athens LXI Cup,Round 1,
13082,Kostas O,Panayotis P,4,3,Athens LXI Cup,Semi Finals,
13083,Panayotis P,Kostas O,6,2,Athens LXI Cup,Semi Finals,
13084,Alkis P,Ektoras K,8,0,Athens LXI Cup,Semi Finals,
13085,Ektoras K,Alkis P,4,7,Athens LXI Cup,Semi Finals,
13086,Ektoras K,Kostas O,3,3,Athens LXI Cup,3rd Place Final,7-6 e.t.
13087,Panayotis P,Alkis P,3,4,Athens LXI Cup,Final,
13088,Alessandro C,Andrea S,2,0,Buggio I,,
13089,Germano C,Carlo O,4,0,Buggio I,,
13090,Germano C,Flavio Z,1,3,Buggio I,,
13091,Carlo O,Andrea S,3,0,Buggio I,,
13092,Carlo O,Alessandro C,0,0,Buggio I,,
13093,Andrea S,Flavio Z,0,7,Buggio I,,
13094,Andrea S,Germano C,0,5,Buggio I,,
13095,Flavio Z,Alessandro C,2,2,Buggio I,,
13096,Flavio Z,Carlo O,3,0,Buggio I,,
13097,Alessandro C,Germano C,2,0,Buggio I,,
13098,Andrea S,Alessandro C,0,2,Buggio I,,
13099,Carlo O,Germano C,0,4,Buggio I,,
13100,Flavio Z,Germano C,4,2,Buggio I,,
13101,Andrea S,Carlo O,0,0,Buggio I,,
13102,Alessandro C,Carlo O,3,0,Buggio I,,
13103,Flavio Z,Andrea S,9,0,Buggio I,,
13104,Germano C,Andrea S,1,0,Buggio I,,
13105,Alessandro C,Flavio Z,1,1,Buggio I,,
13106,Carlo O,Flavio Z,0,4,Buggio I,,
13107,Germano C,Alessandro C,1,0,Buggio I,,
13108,Garry C,John B,6,1,Dudley XI,,
13109,Graham S,Simon K,6,2,Dudley XI,,
13110,Graham S,Steve E,0,4,Dudley XI,,
13111,Simon K,John B,6,3,Dudley XI,,
13112,Simon K,Garry C,2,4,Dudley XI,,
13113,John B,Steve E,0,4,Dudley XI,,
13114,John B,Graham S,0,3,Dudley XI,,
13115,Steve E,Garry C,7,1,Dudley XI,,
13116,Steve E,Simon K,6,5,Dudley XI,,
13117,Garry C,Graham S,3,4,Dudley XI,,
13118,John B,Garry C,1,6,Dudley XI,,
13119,Simon K,Graham S,3,2,Dudley XI,,
13120,Steve E,Graham S,5,0,Dudley XI,,
13121,John B,Simon K,1,3,Dudley XI,,
13122,Garry C,Simon K,2,4,Dudley XI,,
13123,Steve E,John B,6,0,Dudley XI,,
13124,Graham S,John B,6,0,Dudley XI,,
13125,Garry C,Steve E,3,4,Dudley XI,,
13126,Simon K,Steve E,2,2,Dudley XI,,
13127,Graham S,Garry C,3,1,Dudley XI,,
13128,Heiko T,Volker B,0,6,Langenfeld VI,,
13129,Guido H,Adam B,1,0,Langenfeld VI,,
13130,Guido H,Heiko T,1,0,Langenfeld VI,,
13131,Adam B,Volker B,0,11,Langenfeld VI,,
13132,Heiko T,Adam B,0,0,Langenfeld VI,,
13133,Volker B,Guido H,6,0,Langenfeld VI,,
13134,Volker B,Heiko T,5,0,Langenfeld VI,,
13135,Adam B,Guido H,0,3,Langenfeld VI,,
13136,Heiko T,Guido H,1,0,Langenfeld VI,,
13137,Volker B,Adam B,9,0,Langenfeld VI,,
13138,Adam B,Heiko T,0,0,Langenfeld VI,,
13139,Guido H,Volker B,1,7,Langenfeld VI,,
13140,Frederic B,Martin M,3,0,Duesseldorf II,,
13141,Oliver St,Dirk B,9,0,Duesseldorf II,,
13142,Oliver St,Volker B,7,0,Duesseldorf II,,
13143,Dirk B,Martin M,4,1,Duesseldorf II,,
13144,Dirk B,Frederic B,0,5,Duesseldorf II,,
13145,Martin M,Volker B,0,4,Duesseldorf II,,
13146,Martin M,Oliver St,0,12,Duesseldorf II,,
13147,Volker B,Frederic B,4,3,Duesseldorf II,,
13148,Volker B,Dirk B,6,0,Duesseldorf II,,
13149,Frederic B,Oliver St,3,7,Duesseldorf II,,
13150,Martin M,Frederic B,0,8,Duesseldorf II,,
13151,Dirk B,Oliver St,0,10,Duesseldorf II,,
13152,Volker B,Oliver St,7,6,Duesseldorf II,,
13153,Martin M,Dirk B,1,1,Duesseldorf II,,
13154,Frederic B,Dirk B,5,3,Duesseldorf II,,
13155,Volker B,Martin M,6,1,Duesseldorf II,,
13156,Oliver St,Martin M,12,2,Duesseldorf II,,
13157,Frederic B,Volker B,6,5,Duesseldorf II,,
13158,Dirk B,Volker B,1,7,Duesseldorf II,,
13159,Oliver St,Frederic B,6,4,Duesseldorf II,,
13160,Mandhir S,Graham S,4,4,Newent X,,
13161,Jon G,Robert S,1,5,Newent X,,
13162,Garry C,Simon K,4,5,Newent X,,
13163,Mark W,Steve E,3,4,Newent X,,
13164,Jon G,James B,1,5,Newent X,,
13165,Garry C,Graham S,1,0,Newent X,,
13166,Mark W,Robert S,1,6,Newent X,,
13167,Steve E,Simon K,2,1,Newent X,,
13168,Garry C,Mandhir S,5,4,Newent X,,
13169,Mark W,James B,1,3,Newent X,,
13170,Steve E,Graham S,4,2,Newent X,,
13171,Simon K,Robert S,1,8,Newent X,,
13172,Mark W,Jon G,0,8,Newent X,,
13173,Steve E,Mandhir S,9,3,Newent X,,
13174,Simon K,James B,2,3,Newent X,,
13175,Robert S,Graham S,10,1,Newent X,,
13176,Steve E,Garry C,3,3,Newent X,,
13177,Simon K,Jon G,2,11,Newent X,,
13178,Robert S,Mandhir S,4,1,Newent X,,
13179,Graham S,James B,2,5,Newent X,,
13180,Simon K,Mark W,2,2,Newent X,,
13181,Robert S,Garry C,1,2,Newent X,,
13182,Graham S,Jon G,2,7,Newent X,,
13183,James B,Mandhir S,2,1,Newent X,,
13184,Robert S,Steve E,2,2,Newent X,,
13185,Graham S,Mark W,3,1,Newent X,,
13186,James B,Garry C,4,6,Newent X,,
